21.2132034356,-21.2132034356,-0.7853981634
21.9203108939,-21.9203095395,-0.7853943328
22.6274277956,-22.6274061999,-0.7853675329
23.3345785569,-23.3344689987,-0.7852948665
24.0418036645,-24.0414574314,-0.7851535802
24.7491594846,-24.7483150319,-0.7849211356
25.4567183362,-25.4549694452,-0.7845752802
26.1645679873,-26.1613326336,-0.7840941171
26.8728116235,-26.8673007537,-0.7834561733
27.5815671301,-27.5727548740,-0.7826404678
28.2909664376,-28.2775615372,-0.7816265766
29.0011552866,-28.9815725249,-0.7803946971
29.7122931729,-29.6846250574,-0.7789257100
30.4245516172,-30.3865424029,-0.7772012395
31.1381143215,-31.0871335744,-0.7752037108
31.8531754713,-31.7861950276,-0.7729164051
32.5699390690,-32.4835106597,-0.7703235120
33.2886186088,-33.1788514843,-0.7674101793
34.0094360493,-33.8719760942,-0.7641625594
34.7326198594,-34.5626312008,-0.7605678525
35.4584046810,-35.2505519572,-0.7566143472
36.1870293640,-35.9354638401,-0.7522914570
36.9187360450,-36.6170818214,-0.7475897532
37.6537701247,-37.2951104535,-0.7425009950
38.3923773456,-37.9692449596,-0.7370181549
39.1348034676,-38.6391709183,-0.7311354409
39.8812921235,-39.3045664075,-0.7248483146
40.6320835803,-39.9651027684,-0.7181535057
41.3874138440,-40.6204437094,-0.7110490218
42.1475141731,-41.2702459388,-0.7035341550
42.9126079833,-41.9141608775,-0.6956094839
43.6829110131,-42.5518343987,-0.6872768719
44.4586285807,-43.1829095700,-0.6785394614
45.2399550302,-43.8070265973,-0.6694016638
46.0270733338,-44.4238224269,-0.6598691459
46.8201535955,-45.0329326669,-0.6499488119
47.6193518913,-45.6339926920,-0.6396487817
48.4248091484,-46.2266387645,-0.6289783659
49.2366495169,-46.8105098169,-0.6179480361
50.0549806510,-47.3852477325,-0.6065693922
50.8798933605,-47.9504974074,-0.5948551262
51.7114604274,-48.5059102100,-0.5828189825
52.5497368647,-49.0511440001,-0.5704757142
53.3947580367,-49.5858650075,-0.5578410377
54.2465399259,-50.1097489991,-0.5449315826
55.1050797717,-50.6224819173,-0.5317648403
55.9703561511,-51.1237611355,-0.5183591087
56.8423290656,-51.6132985378,-0.5047334349
57.7209401188,-52.0908203701,-0.4909075555
58.6061117041,-52.5560682528,-0.4769018349
59.4977490070,-53.0088012400,-0.4627372013
60.3957398445,-53.4487956680,-0.4484350811
61.2999565567,-53.8758479070,-0.4340173316
62.2102564365,-54.2897755021,-0.4195061729
63.1264821517,-54.6904167516,-0.4049241175
64.0484622464,-55.0776311677,-0.3902939007
64.9760139046,-55.4513022404,-0.3756384085
65.9089433722,-55.8113365409,-0.3609778183
66.8470507201,-56.1576553435,-0.3463172242
67.7901343014,-56.4901842072,-0.3316566302
68.7379914188,-56.8088516614,-0.3169960361
69.6904183719,-57.1135892227,-0.3023354420
70.6472104577,-57.4043313944,-0.2876748480
71.6081620250,-57.6810156840,-0.2730142539
72.5730665236,-57.9435826209,-0.2583536598
73.5417165646,-58.1919757712,-0.2436930658
74.5139039805,-58.4261417538,-0.2290324717
75.4894198242,-58.6460302409,-0.2143718776
76.4680544155,-58.8515939680,-0.1997112836
77.4495974081,-59.0427887523,-0.1850506895
78.4338378326,-59.2195734993,-0.1703900954
79.4205641702,-59.3819102168,-0.1557295014
80.4095643532,-59.5297640154,-0.1410689073
81.4006258007,-59.6631031139,-0.1264083132
82.3935354987,-59.7818988534,-0.1117477192
83.3880800305,-59.8861257003,-0.0970871251
84.3840456619,-59.9757612555,-0.0824265310
85.3812183430,-60.0507862548,-0.0677659370
86.3793837353,-60.1111845711,-0.0531053429
87.3783273002,-60.1569432232,-0.0384447488
88.3778343206,-60.1880523759,-0.0237841548
89.3776899943,-60.2045053436,-0.0091235607
90.3776794386,-60.2062985904,0.0055370334
91.3775877095,-60.1934317301,0.0201976274
92.3771998953,-60.1659075284,0.0348582215
93.3763011325,-60.1237319020,0.0495188156
94.3746767041,-60.0669139149,0.0641794096
95.3721120481,-59.9954657779,0.0788400037
96.3683927705,-59.9094028480,0.0935005978
97.3633047400,-59.8087436225,0.1081611918
98.3566341016,-59.6935097387,0.1228217859
99.3481673762,-59.5637259619,0.1374823800
100.3376914743,-59.4194201836,0.1521429740
101.3249937044,-59.2606234211,0.1668035681
102.3098618650,-59.0873698043,0.1814641622
103.2920842588,-58.8996965749,0.1961247562
104.2714497908,-58.6976440666,0.2107853503
105.2477479883,-58.4812557021,0.2254459444
106.2207690052,-58.2505779917,0.2401065384
107.1903037085,-58.0056605148,0.2547671325
108.1561436967,-57.7465559173,0.2694277266
109.1180813927,-57.4733198855,0.2840883206
110.0759100702,-57.1860111397,0.2987489147
111.0294238557,-56.8846914330,0.3134095088
111.9784178014,-56.5694255305,0.3280701028
112.9226879350,-56.2402811946,0.3427306969
113.8620313152,-55.8973291644,0.3573912910
114.7962460564,-55.5406431480,0.3720518851
115.7251315498,-55.1703002877,0.3867100773
116.6484922011,-54.7863890529,0.4013485962
117.5661417128,-54.3890207731,0.4159445412
118.4779061371,-53.9783296028,0.4304751337
119.3836251110,-53.5544716550,0.4449178000
120.2831518553,-53.1176250014,0.4592502420
121.1763544060,-52.6679883346,0.4734505073
122.0631168696,-52.2057805439,0.4874970578
122.9433401963,-51.7312387129,0.5013688373
123.8169432496,-51.2446162559,0.5150453376
124.6838628070,-50.7461829180,0.5285066626
125.5440536146,-50.2362244725,0.5417335909
126.3974894487,-49.7150396045,0.5547076359
127.2441633217,-49.1829402583,0.5674111039
128.0840871141,-48.6402482298,0.5798271495
128.9172916070,-48.0872944391,0.5919398282
129.7438264830,-47.5244189305,0.6037341468
130.5637599276,-46.9519695868,0.6151961100
131.3771784350,-46.3702995263,0.6263127647
132.1841862097,-45.7797669020,0.6370722403
132.9849035694,-45.1807321122,0.6474637858
133.7794669124,-44.5735577280,0.6574778040
134.5680286584,-43.9586084336,0.6671058811
135.3507551972,-43.3362485881,0.6763408133
136.1278270849,-42.7068418652,0.6851766293
136.8994363537,-42.0707494437,0.6936086093
137.6657853562,-41.4283290085,0.7016332993
138.4270867654,-40.7799347500,0.7092485223
139.1835628743,-40.1259169371,0.7164533850
139.9354426333,-39.4666198522,0.7232482808
140.6829618892,-38.8023820225,0.7296348881
141.4263598607,-38.1335345011,0.7356161654
142.1658788230,-37.4604006950,0.7411963422
142.9017641076,-36.7832963647,0.7463809053
143.6342619099,-36.1025286715,0.7511765817
144.3636178157,-35.4183954542,0.7555913177
145.0900753883,-34.7311847704,0.7596342540
145.8138739964,-34.0411740325,0.7633156968
146.5352488140,-33.3486300076,0.7666470856
147.2544305602,-32.6538087160,0.7696409574
147.9716425625,-31.9569543120,0.7723109074
148.6871009235,-31.2582991727,0.7746715463
149.4010121209,-30.5580629168,0.7767384545
150.1135724347,-29.8564521761,0.7785281332
150.8249679468,-29.1536605955,0.7800579530
151.5353737458,-28.4498684755,0.7813460989
152.2449520577,-27.7452420097,0.7824115137
152.9538523548,-27.0399332623,0.7832738385
153.6622099416,-26.3340794370,0.7839533510
154.3701459153,-25.6278028575,0.7844709023
155.0777671457,-24.9212109556,0.7848478510
155.7851653237,-24.2143957068,0.7851059965
156.4924165589,-23.5074334077,0.7852675109
157.1995811900,-22.8003844707,0.7853548690
157.9067035401,-22.0932932567,0.7853907783
158.6138119162,-21.3861880752,0.7853981073
158.7867965725,-21.2132034275,0.7853981634
